,x_box,y_box,width,high,onpix,x_bar,y_bar,x2bar,y2bar,xybar,x2ybr,xy2br,x_ege,xegvy,y_ege,yegvx,target
7685,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,17
11693,1.0,1.0,1.0,2.0,0.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,20
12653,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,16
8235,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,16
10586,2.0,3.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,0.0,2.0,22
9672,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,8
13472,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,1.0,3.0,0.0,2.0,0.0,2.0,9
7917,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,3
14546,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,18
4377,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,8
5781,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,13
15196,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,24
3992,0.0,3.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,4.0,3.0,2.0,0.0,2.0,0.0,2.0,5
10206,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,25
9469,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,17
3865,0.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,10
3475,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0,2
17015,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,20
17916,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,0.0,2.0,22
11858,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0,19
11872,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,12
1615,2.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,2.0,3.0,3.0,0.0,1.0,22
5016,1.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,3.0,2.0,3.0,2
16836,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,22
16047,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,0.0,3.0,1.0,3.0,6
8224,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,0.0,2.0,13
17948,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,4.0,1.0,1.0,0.0,3.0,0.0,3.0,15
7433,1.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,4.0,1.0,3.0,0.0,1.0,0.0,3.0,0
8121,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2
17462,2.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0,2.0,4.0,16
10899,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2
1401,3.0,3.0,2.0,4.0,1.0,2.0,3.0,0.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,24
17802,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,25
9079,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,8
13432,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,1
15390,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,14
14047,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,24
9141,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,3.0,0.0,2.0,0.0,2.0,10
7028,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,4.0,0.0,3.0,2.0,2.0,16
10452,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,3.0,10
274,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,0.0,3.0,0.0,2.0,20
5381,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,18
15954,2.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,3.0,3.0,1.0,3.0,0.0,2.0,1.0,3.0,4
8285,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,4.0,1.0,2.0,0.0,2.0,0.0,2.0,9
16900,0.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,3.0,2.0,2.0,18
12425,1.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,13
5350,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0,3.0,6
10159,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,16
13386,0.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1
17920,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,0.0,3.0,2.0,2.0,25
7300,2.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0
7959,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,22
11318,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,6
13211,3.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,2
12000,1.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,3.0,4.0,2.0,0.0,3.0,0.0,2.0,24
15185,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,3
9735,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,0.0,3.0,0.0,2.0,20
19115,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0,19
16121,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,18
11064,1.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,4.0,3.0,1.0,0.0,3.0,0.0,1.0,19
1174,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,12
4799,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,2.0,5
8393,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,21
3386,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,4.0,1.0,3.0,0.0,2.0,0.0,2.0,9
2527,2.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,4.0,2.0,2.0,0.0,2.0,1.0,2.0,25
2761,1.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0,19
7446,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,13
15134,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,25
14596,1.0,3.0,1.0,2.0,0.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,13
1860,2.0,3.0,3.0,2.0,2.0,4.0,2.0,0.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,2.0,13
15738,2.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,16
2382,0.0,2.0,1.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,20
15428,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,22
10525,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,3.0,1
16835,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,0.0,2.0,1.0,3.0,6
14498,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,0.0,3.0,1.0,3.0,6
3492,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,16
19978,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,3.0,10
11252,0.0,3.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,8
9535,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,11
18885,0.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,14
18958,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,3
10691,1.0,2.0,1.0,2.0,0.0,2.0,2.0,4.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,7
607,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,2.0,22
14749,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,0.0,3.0,0.0,2.0,21
4033,2.0,4.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,5
7039,1.0,3.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0,4.0,0.0,3.0,2.0,1.0,0.0,2.0,12
8194,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,12
6991,2.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,13
1802,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,3.0,1.0,3.0,2
9650,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,16
3269,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,18
1723,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,0.0,2.0,21
8489,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0,3.0,16
3070,2.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,4.0,0.0,2.0,0.0,2.0,2
11824,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,17
13954,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,2.0,3.0,0.0,2.0,1.0,3.0,11
14504,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,14
16603,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,3.0,2.0,3.0,15
5741,1.0,3.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,3.0,4.0,2.0,0.0,3.0,0.0,2.0,24
7725,1.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,3.0,2.0,0.0,4.0,0.0,2.0,21
5283,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,2.0,15
9342,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,19
11229,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,2.0,0.0,2.0,9
18493,1.0,3.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,2.0,19
12694,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,0.0,2.0,1.0,3.0,4
8642,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,14
19457,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,18
11669,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,16
6934,0.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,24
4024,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,4.0,2.0,2.0,0.0,3.0,0.0,2.0,5
9364,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,4.0,2.0,1.0,0.0,3.0,0.0,2.0,5
13245,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,3.0,1.0,3.0,6
17609,1.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,20
19541,1.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,11
4439,2.0,3.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0,3.0,4.0,2.0,0.0,3.0,0.0,2.0,21
15501,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,8
9962,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2
6741,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,4.0,2.0,1.0,0.0,3.0,0.0,2.0,5
1683,0.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,4.0,3.0,1.0,0.0,2.0,0.0,2.0,5
11690,0.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0
10659,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,0.0,2.0,20
9396,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,3.0,1.0,3.0,16
13608,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,0.0,3.0,0.0,2.0,20
15812,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,0.0,3.0,1.0,3.0,6
14257,0.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,21
14701,1.0,4.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,4.0,1.0,1.0,0.0,2.0,1.0,3.0,8
956,1.0,3.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,10
19852,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,2.0,12
2794,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,1.0,3.0,16
14628,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,23
16023,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,22
10405,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,23
4505,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,3.0,0.0,2.0,0.0,2.0,10
14619,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
14430,1.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,21
8888,1.0,2.0,1.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,20
16694,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,11
8060,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,14
17144,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,16
19339,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2
8901,3.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0,3.0,2
19258,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,13
4928,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,0.0,2.0,1.0,3.0,2
4382,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,1.0,3.0,1
5766,2.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1
8782,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,22
14056,1.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,3.0,3.0,3.0,0.0,2.0,0.0,2.0,5
18792,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,14
14166,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,2.0,3.0,0.0,2.0,0.0,2.0,9
8280,0.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,23
10301,1.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,10
3169,0.0,2.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,0.0,3.0,21
12072,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,6
18948,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,4.0,1.0,3.0,0.0,2.0,0.0,2.0,9
11876,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0
5326,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,3.0,1.0,3.0,6
7762,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,0.0,2.0,0.0,2.0,2
10299,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,16
6683,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,7
11175,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3
18343,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,13
7744,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,14
6384,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,14
1867,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,7
7554,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,2.0,0.0,3.0,14
19295,1.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,17
2501,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,14
702,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,15
5624,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0
8860,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,25
9272,1.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,0.0,3.0,0.0,2.0,18
5954,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,11
13601,0.0,2.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,4.0,3.0,1.0,0.0,2.0,0.0,2.0,5
1317,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,14
10460,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,1.0,3.0,6
3606,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0
3140,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,13
3587,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,3
675,0.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,0
7675,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,3.0,1.0,3.0,6
13855,3.0,3.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0,3.0,4.0,3.0,2.0,3.0,0.0,1.0,22
3678,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,16
4462,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,3.0,16
17605,2.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,7
8648,3.0,4.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,5
11567,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,3.0,1
15966,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3
11706,1.0,1.0,1.0,2.0,0.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,13
3758,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,25
674,0.0,3.0,1.0,2.0,0.0,4.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,9
19936,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,18
1065,0.0,3.0,1.0,2.0,0.0,4.0,0.0,3.0,1.0,4.0,1.0,4.0,0.0,2.0,0.0,2.0,9
1836,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,3.0,10
7862,1.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,3.0,3
15249,2.0,3.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,0
11916,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1
2047,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,23
9171,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,1
9047,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,3.0,10
9213,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,25
