,age,fnlwgt,education_num,capital_gain,capital_loss,hours_per_week,workclass,education,marital_status,occupation,relationship,race,sex,native_country,target
21108,0.0,0.0,4.0,0.0,0.0,1.0,4.0,14.0,4.0,10.0,3.0,1.0,0.0,0.0,0
20502,2.0,0.0,2.0,0.0,0.0,0.0,4.0,11.0,5.0,8.0,2.0,4.0,0.0,39.0,0
9849,0.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,4.0,8.0,3.0,2.0,1.0,0.0,0
29046,2.0,0.0,4.0,0.0,0.0,1.0,4.0,12.0,2.0,4.0,0.0,1.0,1.0,39.0,1
35213,1.0,0.0,3.0,0.0,0.0,2.0,4.0,9.0,2.0,12.0,0.0,4.0,1.0,39.0,1
4370,0.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,2.0,7.0,0.0,4.0,1.0,39.0,0
36562,0.0,0.0,2.0,0.0,2.0,1.0,4.0,11.0,2.0,7.0,2.0,1.0,1.0,3.0,0
46479,2.0,1.0,2.0,0.0,0.0,1.0,4.0,11.0,0.0,4.0,1.0,4.0,0.0,39.0,0
21701,0.0,1.0,3.0,0.0,0.0,1.0,4.0,9.0,2.0,1.0,5.0,4.0,0.0,39.0,1
12251,1.0,0.0,4.0,0.0,0.0,2.0,4.0,14.0,2.0,10.0,0.0,4.0,1.0,39.0,1
13528,2.0,0.0,3.0,0.0,0.0,2.0,4.0,9.0,2.0,4.0,0.0,4.0,1.0,39.0,1
24453,1.0,0.0,3.0,0.0,0.0,2.0,5.0,9.0,2.0,4.0,0.0,4.0,1.0,39.0,1
30319,0.0,0.0,2.0,0.0,0.0,3.0,5.0,1.0,4.0,5.0,3.0,4.0,1.0,39.0,0
13217,0.0,0.0,2.0,0.0,0.0,0.0,4.0,15.0,4.0,12.0,3.0,4.0,0.0,39.0,0
19118,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,14.0,0.0,4.0,1.0,7.0,0
20055,2.0,0.0,2.0,4.0,0.0,1.0,4.0,11.0,2.0,10.0,0.0,4.0,1.0,39.0,1
13462,2.0,0.0,2.0,0.0,0.0,1.0,6.0,11.0,2.0,12.0,0.0,4.0,1.0,39.0,0
43484,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,7.0,3.0,1.0,1.0,30.0,0
1887,2.0,0.0,2.0,0.0,0.0,4.0,6.0,15.0,2.0,5.0,0.0,4.0,1.0,39.0,1
25291,0.0,0.0,3.0,0.0,0.0,1.0,4.0,8.0,2.0,7.0,0.0,4.0,1.0,39.0,0
22203,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,11.0,3.0,4.0,0.0,39.0,0
12000,1.0,0.0,3.0,0.0,0.0,2.0,6.0,8.0,2.0,3.0,0.0,4.0,1.0,39.0,0
43583,0.0,0.0,3.0,0.0,0.0,1.0,4.0,8.0,2.0,6.0,0.0,4.0,1.0,39.0,0
25048,0.0,1.0,3.0,0.0,0.0,0.0,4.0,7.0,2.0,1.0,5.0,2.0,0.0,39.0,0
43184,0.0,0.0,2.0,0.0,1.0,0.0,1.0,15.0,4.0,1.0,3.0,2.0,0.0,39.0,0
16661,0.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,4.0,8.0,1.0,4.0,0.0,39.0,0
4195,0.0,1.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,3.0,1.0,4.0,1.0,39.0,0
30385,2.0,0.0,2.0,0.0,0.0,2.0,4.0,11.0,0.0,12.0,4.0,4.0,0.0,39.0,0
6211,1.0,0.0,4.0,0.0,0.0,1.0,4.0,12.0,4.0,1.0,1.0,4.0,0.0,39.0,0
7969,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,1.0,3.0,4.0,0.0,39.0,0
23064,0.0,1.0,2.0,0.0,0.0,1.0,4.0,15.0,4.0,1.0,1.0,4.0,0.0,39.0,0
33364,3.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,2.0,7.0,0.0,2.0,1.0,5.0,0
25995,3.0,0.0,3.0,1.0,0.0,2.0,6.0,9.0,2.0,10.0,0.0,4.0,1.0,39.0,1
33220,1.0,0.0,2.0,0.0,0.0,2.0,4.0,11.0,0.0,12.0,4.0,4.0,1.0,39.0,0
23882,1.0,1.0,3.0,0.0,0.0,1.0,4.0,9.0,4.0,4.0,1.0,4.0,1.0,39.0,0
7162,1.0,0.0,2.0,0.0,0.0,1.0,1.0,11.0,0.0,1.0,1.0,2.0,1.0,39.0,0
44104,2.0,0.0,3.0,0.0,0.0,3.0,6.0,9.0,0.0,12.0,1.0,4.0,1.0,2.0,1
16082,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,1.0,4.0,1.0,39.0,0
45732,2.0,0.0,2.0,0.0,0.0,2.0,4.0,11.0,2.0,5.0,0.0,4.0,1.0,39.0,0
10887,1.0,0.0,3.0,0.0,0.0,0.0,4.0,9.0,2.0,13.0,5.0,4.0,0.0,39.0,1
38265,0.0,0.0,2.0,0.0,0.0,2.0,4.0,15.0,4.0,1.0,3.0,4.0,1.0,11.0,0
19859,1.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,2.0,8.0,0.0,4.0,1.0,39.0,1
14965,0.0,1.0,3.0,0.0,0.0,3.0,4.0,8.0,0.0,13.0,1.0,4.0,1.0,39.0,0
10043,0.0,0.0,2.0,0.0,0.0,2.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,39.0,0
41931,0.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,4.0,12.0,2.0,4.0,0.0,39.0,0
19941,2.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,0.0,8.0,1.0,4.0,1.0,39.0,0
39439,0.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,4.0,8.0,3.0,4.0,1.0,31.0,0
16940,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,4.0,8.0,1.0,4.0,0.0,39.0,0
7862,0.0,0.0,2.0,0.0,0.0,1.0,0.0,15.0,4.0,0.0,1.0,2.0,1.0,0.0,0
34011,1.0,1.0,3.0,0.0,0.0,1.0,1.0,7.0,5.0,10.0,4.0,4.0,0.0,39.0,1
42993,0.0,0.0,2.0,0.0,1.0,0.0,4.0,1.0,4.0,8.0,3.0,4.0,0.0,39.0,0
34466,0.0,1.0,2.0,0.0,0.0,0.0,1.0,15.0,4.0,6.0,1.0,4.0,0.0,39.0,0
46034,3.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,4.0,1.0,39.0,0
12109,1.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,2.0,8.0,0.0,4.0,1.0,39.0,1
38785,0.0,0.0,3.0,0.0,0.0,0.0,4.0,8.0,4.0,5.0,1.0,4.0,1.0,39.0,0
44600,1.0,0.0,4.0,0.0,0.0,1.0,7.0,10.0,2.0,4.0,0.0,1.0,1.0,36.0,1
27393,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,14.0,0.0,2.0,1.0,39.0,0
17521,0.0,0.0,2.0,0.0,0.0,2.0,4.0,15.0,2.0,3.0,0.0,4.0,1.0,39.0,0
17037,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,3.0,1.0,4.0,1.0,39.0,0
1067,1.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,2.0,14.0,0.0,4.0,1.0,39.0,0
7339,1.0,0.0,2.0,0.0,0.0,2.0,6.0,15.0,2.0,3.0,0.0,4.0,1.0,39.0,1
13530,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,5.0,3.0,4.0,4.0,1.0,39.0,0
15785,2.0,1.0,4.0,0.0,0.0,2.0,4.0,14.0,2.0,10.0,0.0,4.0,1.0,39.0,1
46457,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,6.0,3.0,4.0,1.0,39.0,0
47404,2.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,14.0,1.0,4.0,1.0,39.0,0
16762,4.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,4.0,1.0,39.0,0
24482,2.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,6.0,0.0,4.0,1.0,39.0,1
6764,1.0,0.0,2.0,0.0,0.0,2.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,39.0,1
30602,0.0,0.0,2.0,0.0,0.0,0.0,4.0,15.0,4.0,6.0,3.0,4.0,1.0,39.0,0
43459,1.0,1.0,3.0,0.0,2.0,1.0,6.0,9.0,2.0,4.0,0.0,4.0,1.0,39.0,1
8240,4.0,0.0,2.0,0.0,0.0,0.0,6.0,15.0,6.0,12.0,1.0,4.0,1.0,39.0,0
45296,1.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,2.0,3.0,5.0,4.0,0.0,39.0,0
17642,1.0,0.0,2.0,0.0,0.0,3.0,4.0,11.0,0.0,12.0,1.0,4.0,1.0,39.0,1
2783,1.0,0.0,4.0,0.0,0.0,3.0,1.0,12.0,0.0,11.0,1.0,4.0,1.0,39.0,1
4961,0.0,0.0,3.0,0.0,0.0,0.0,4.0,7.0,2.0,4.0,5.0,4.0,0.0,39.0,1
46416,0.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,4.0,10.0,3.0,4.0,0.0,39.0,0
40212,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,6.0,0.0,4.0,1.0,39.0,0
13610,1.0,0.0,2.0,0.0,0.0,3.0,6.0,11.0,2.0,14.0,0.0,4.0,1.0,39.0,1
36772,1.0,0.0,4.0,0.0,0.0,2.0,1.0,10.0,2.0,10.0,0.0,4.0,1.0,39.0,1
17708,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,5.0,4.0,0.0,26.0,0
24765,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,1.0,5.0,4.0,0.0,39.0,0
916,1.0,0.0,4.0,0.0,0.0,2.0,4.0,12.0,2.0,10.0,5.0,1.0,0.0,35.0,0
1393,0.0,0.0,2.0,0.0,0.0,1.0,1.0,11.0,4.0,1.0,4.0,2.0,0.0,39.0,0
39518,2.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,8.0,2.0,2.0,0.0,39.0,0
46092,2.0,0.0,3.0,0.0,0.0,1.0,2.0,9.0,4.0,10.0,1.0,2.0,0.0,39.0,0
39100,2.0,0.0,2.0,0.0,0.0,2.0,4.0,11.0,4.0,4.0,3.0,4.0,1.0,39.0,0
44270,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,39.0,0
2829,1.0,0.0,4.0,0.0,0.0,3.0,4.0,12.0,2.0,10.0,0.0,4.0,1.0,39.0,1
27743,1.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,4.0,4.0,1.0,4.0,0.0,39.0,0
29770,0.0,0.0,3.0,0.0,0.0,1.0,7.0,7.0,2.0,1.0,0.0,4.0,1.0,39.0,0
921,0.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,4.0,14.0,4.0,4.0,1.0,39.0,0
42282,3.0,0.0,2.0,0.0,2.0,1.0,4.0,1.0,2.0,3.0,0.0,4.0,1.0,39.0,1
30932,1.0,1.0,3.0,0.0,0.0,2.0,2.0,9.0,2.0,1.0,0.0,4.0,1.0,39.0,1
26867,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,0.0,39.0,0
16527,1.0,1.0,2.0,0.0,0.0,1.0,5.0,15.0,2.0,4.0,0.0,4.0,1.0,39.0,1
28179,0.0,1.0,2.0,0.0,0.0,2.0,4.0,15.0,2.0,8.0,0.0,4.0,1.0,39.0,0
36879,1.0,0.0,3.0,0.0,0.0,2.0,4.0,8.0,2.0,3.0,0.0,4.0,1.0,39.0,1
37000,2.0,0.0,4.0,0.0,0.0,2.0,6.0,10.0,0.0,12.0,1.0,4.0,1.0,39.0,1
25747,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,12.0,3.0,4.0,1.0,39.0,0
2357,2.0,1.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,8.0,0.0,4.0,1.0,39.0,1
23704,0.0,1.0,2.0,0.0,0.0,1.0,4.0,15.0,4.0,7.0,3.0,4.0,1.0,0.0,0
33407,0.0,0.0,3.0,0.0,0.0,2.0,4.0,9.0,2.0,4.0,0.0,4.0,1.0,39.0,1
9374,3.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,2.0,4.0,5.0,4.0,0.0,39.0,0
24009,0.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,4.0,6.0,3.0,4.0,1.0,39.0,0
17800,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,6.0,4.0,4.0,1.0,39.0,0
32101,1.0,0.0,3.0,0.0,0.0,2.0,4.0,9.0,5.0,10.0,4.0,4.0,0.0,11.0,0
27164,2.0,0.0,1.0,0.0,1.0,3.0,4.0,5.0,2.0,14.0,0.0,4.0,1.0,2.0,0
8979,1.0,0.0,4.0,0.0,0.0,3.0,6.0,14.0,4.0,10.0,1.0,4.0,0.0,39.0,1
2612,0.0,0.0,2.0,0.0,0.0,1.0,7.0,11.0,2.0,12.0,0.0,4.0,1.0,39.0,0
44798,0.0,0.0,2.0,0.0,0.0,1.0,0.0,11.0,4.0,0.0,3.0,4.0,1.0,39.0,0
460,1.0,0.0,3.0,0.0,0.0,1.0,4.0,7.0,4.0,5.0,3.0,4.0,1.0,39.0,0
5668,2.0,0.0,4.0,0.0,0.0,1.0,4.0,10.0,4.0,10.0,1.0,4.0,1.0,39.0,1
38938,0.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,4.0,4.0,1.0,4.0,1.0,39.0,0
9808,0.0,1.0,2.0,0.0,0.0,1.0,2.0,11.0,2.0,1.0,0.0,2.0,1.0,39.0,0
36306,0.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,4.0,4.0,3.0,4.0,1.0,39.0,0
36029,1.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,4.0,4.0,1.0,4.0,0.0,4.0,0
29060,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,6.0,0.0,4.0,1.0,39.0,1
36571,0.0,0.0,2.0,0.0,2.0,1.0,4.0,11.0,4.0,8.0,1.0,4.0,0.0,39.0,0
1723,1.0,0.0,2.0,0.0,0.0,2.0,2.0,15.0,2.0,4.0,0.0,4.0,1.0,39.0,1
46812,2.0,0.0,2.0,0.0,0.0,3.0,4.0,11.0,2.0,12.0,5.0,4.0,0.0,39.0,0
5142,0.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,4.0,8.0,1.0,2.0,0.0,39.0,0
17193,1.0,0.0,2.0,0.0,1.0,0.0,4.0,15.0,2.0,8.0,5.0,4.0,0.0,0.0,0
39874,1.0,0.0,2.0,0.0,0.0,1.0,6.0,11.0,2.0,12.0,0.0,4.0,1.0,39.0,0
21571,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,6.0,3.0,4.0,1.0,39.0,0
40320,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,6.0,0.0,1.0,1.0,39.0,1
20620,2.0,0.0,3.0,0.0,0.0,0.0,6.0,8.0,2.0,8.0,5.0,4.0,0.0,39.0,0
14487,1.0,1.0,2.0,0.0,0.0,3.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,39.0,1
37789,2.0,0.0,2.0,0.0,2.0,3.0,5.0,11.0,0.0,4.0,4.0,4.0,1.0,39.0,1
27485,0.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,5.0,0.0,4.0,1.0,39.0,0
6122,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,12.0,3.0,1.0,0.0,39.0,0
609,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,4.0,8.0,3.0,4.0,0.0,39.0,0
43199,1.0,0.0,2.0,0.0,0.0,1.0,1.0,15.0,2.0,4.0,0.0,4.0,1.0,39.0,1
47250,0.0,0.0,3.0,0.0,0.0,1.0,4.0,8.0,4.0,13.0,3.0,4.0,0.0,39.0,0
23225,2.0,0.0,3.0,0.0,0.0,2.0,6.0,9.0,2.0,3.0,0.0,4.0,1.0,39.0,0
28667,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,4.0,8.0,3.0,4.0,1.0,39.0,0
14621,0.0,0.0,2.0,0.0,0.0,0.0,4.0,15.0,4.0,8.0,1.0,4.0,0.0,39.0,0
47562,2.0,0.0,3.0,0.0,0.0,3.0,4.0,9.0,2.0,12.0,0.0,4.0,1.0,39.0,0
13212,1.0,0.0,2.0,0.0,0.0,3.0,6.0,11.0,2.0,3.0,0.0,4.0,1.0,39.0,1
11990,3.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,14.0,0.0,4.0,1.0,39.0,1
27443,0.0,0.0,2.0,0.0,0.0,0.0,4.0,15.0,4.0,8.0,3.0,4.0,0.0,39.0,0
15286,3.0,0.0,3.0,0.0,0.0,1.0,0.0,8.0,4.0,0.0,1.0,4.0,1.0,39.0,0
18932,3.0,0.0,1.0,0.0,0.0,3.0,4.0,5.0,2.0,14.0,0.0,4.0,1.0,39.0,1
4407,2.0,0.0,2.0,0.0,0.0,2.0,5.0,15.0,2.0,12.0,0.0,4.0,1.0,39.0,1
7243,1.0,0.0,3.0,0.0,0.0,1.0,2.0,9.0,4.0,1.0,1.0,2.0,0.0,39.0,0
39568,2.0,0.0,3.0,0.0,0.0,1.0,6.0,9.0,4.0,10.0,1.0,4.0,1.0,39.0,1
5148,1.0,0.0,1.0,0.0,0.0,1.0,6.0,6.0,2.0,3.0,0.0,4.0,1.0,39.0,0
12694,1.0,0.0,3.0,0.0,0.0,2.0,4.0,9.0,2.0,12.0,0.0,4.0,1.0,39.0,0
40459,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,4.0,5.0,4.0,0.0,39.0,0
39007,2.0,0.0,4.0,0.0,0.0,2.0,5.0,12.0,2.0,4.0,0.0,4.0,1.0,39.0,1
18807,0.0,1.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,1.0,3.0,4.0,0.0,39.0,0
15968,1.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,2.0,12.0,0.0,4.0,1.0,39.0,1
23324,1.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,2.0,10.0,5.0,4.0,0.0,39.0,1
22213,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,5.0,6.0,1.0,4.0,1.0,39.0,0
47522,0.0,0.0,3.0,0.0,0.0,2.0,2.0,9.0,4.0,11.0,1.0,4.0,0.0,39.0,0
5332,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,6.0,3.0,4.0,1.0,39.0,0
799,1.0,0.0,3.0,0.0,2.0,1.0,4.0,9.0,2.0,4.0,0.0,4.0,1.0,9.0,1
42318,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,0.0,3.0,4.0,4.0,1.0,39.0,0
14702,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,4.0,0.0,4.0,1.0,39.0,1
12941,0.0,0.0,2.0,0.0,0.0,2.0,4.0,1.0,4.0,12.0,3.0,4.0,0.0,39.0,0
21928,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,0.0,7.0,4.0,4.0,0.0,39.0,0
15383,2.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,6.0,5.0,3.0,1.0,1.0,39.0,0
26111,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,3.0,3.0,4.0,1.0,39.0,0
10607,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,1.0,4.0,4.0,0.0,26.0,0
44837,0.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,2.0,8.0,0.0,2.0,1.0,39.0,0
45921,1.0,0.0,4.0,0.0,0.0,1.0,2.0,12.0,2.0,10.0,0.0,4.0,1.0,22.0,1
45895,2.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,7.0,0.0,2.0,1.0,6.0,0
16687,0.0,1.0,2.0,0.0,0.0,1.0,4.0,15.0,4.0,1.0,3.0,4.0,1.0,39.0,0
10987,0.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,4.0,8.0,1.0,4.0,0.0,39.0,0
37308,1.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,2.0,10.0,0.0,4.0,1.0,0.0,1
7640,1.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,2.0,7.0,0.0,4.0,1.0,39.0,0
13025,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,4.0,1.0,39.0,0
38268,2.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,0.0,1.0,4.0,1.0,0.0,39.0,0
47673,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,39.0,0
6954,2.0,0.0,4.0,0.0,0.0,1.0,2.0,12.0,2.0,10.0,0.0,4.0,1.0,39.0,1
2797,0.0,0.0,3.0,0.0,0.0,2.0,4.0,9.0,4.0,1.0,1.0,4.0,1.0,39.0,0
45705,1.0,0.0,3.0,0.0,0.0,4.0,5.0,8.0,0.0,4.0,1.0,4.0,0.0,12.0,1
11331,0.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,4.0,4.0,3.0,4.0,0.0,39.0,0
10519,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,1.0,5.0,4.0,0.0,39.0,0
45666,3.0,0.0,4.0,0.0,0.0,2.0,4.0,12.0,2.0,10.0,0.0,4.0,1.0,39.0,0
41211,1.0,0.0,3.0,0.0,0.0,2.0,4.0,8.0,2.0,3.0,0.0,4.0,1.0,39.0,0
27095,0.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,4.0,8.0,3.0,4.0,0.0,39.0,0
15460,1.0,0.0,3.0,0.0,0.0,4.0,4.0,9.0,2.0,10.0,0.0,4.0,1.0,39.0,1
10071,0.0,0.0,2.0,0.0,0.0,1.0,2.0,15.0,2.0,11.0,0.0,4.0,1.0,39.0,0
43050,2.0,0.0,2.0,0.0,0.0,1.0,2.0,15.0,0.0,11.0,4.0,2.0,0.0,39.0,0
7931,1.0,0.0,3.0,0.0,0.0,2.0,4.0,9.0,2.0,4.0,0.0,4.0,1.0,39.0,1
4833,0.0,0.0,2.0,0.0,0.0,2.0,4.0,15.0,2.0,12.0,0.0,4.0,1.0,39.0,1
41307,1.0,0.0,4.0,0.0,0.0,3.0,4.0,12.0,2.0,4.0,0.0,4.0,1.0,39.0,1
34531,3.0,0.0,4.0,0.0,0.0,1.0,2.0,12.0,2.0,10.0,0.0,4.0,1.0,39.0,1
2321,1.0,0.0,2.0,0.0,0.0,1.0,2.0,15.0,2.0,11.0,0.0,4.0,1.0,39.0,1
978,4.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,6.0,8.0,1.0,2.0,0.0,39.0,0
4236,3.0,0.0,4.0,0.0,0.0,0.0,6.0,10.0,2.0,10.0,0.0,4.0,1.0,39.0,0
20907,1.0,0.0,2.0,0.0,0.0,2.0,4.0,15.0,2.0,3.0,0.0,4.0,1.0,39.0,0
13270,1.0,0.0,4.0,0.0,0.0,2.0,4.0,12.0,2.0,10.0,0.0,4.0,1.0,39.0,1
13507,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,3.0,3.0,4.0,1.0,39.0,0
10504,0.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,4.0,11.0,1.0,4.0,0.0,39.0,0
47068,1.0,0.0,3.0,0.0,0.0,1.0,4.0,8.0,0.0,1.0,4.0,4.0,0.0,39.0,0
24296,2.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,8.0,4.0,2.0,0.0,14.0,0
2688,1.0,0.0,3.0,0.0,0.0,2.0,4.0,9.0,2.0,14.0,0.0,4.0,1.0,39.0,0
15497,3.0,1.0,4.0,0.0,0.0,1.0,4.0,10.0,2.0,10.0,0.0,4.0,1.0,39.0,1
27735,0.0,0.0,2.0,0.0,0.0,2.0,4.0,11.0,2.0,10.0,0.0,4.0,1.0,39.0,1
18324,0.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,4.0,1.0,3.0,4.0,0.0,39.0,0
26864,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,4.0,8.0,3.0,4.0,0.0,39.0,0
5994,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,7.0,0.0,4.0,1.0,39.0,0
33503,0.0,0.0,2.0,0.0,0.0,2.0,4.0,11.0,4.0,1.0,4.0,4.0,0.0,39.0,0
48192,0.0,0.0,2.0,0.0,0.0,1.0,1.0,15.0,4.0,4.0,1.0,2.0,1.0,39.0,0
10103,0.0,1.0,2.0,0.0,0.0,1.0,4.0,15.0,4.0,11.0,3.0,4.0,1.0,11.0,0
24384,2.0,0.0,2.0,0.0,2.0,3.0,4.0,15.0,2.0,3.0,0.0,4.0,1.0,39.0,1
40605,2.0,0.0,2.0,0.0,0.0,2.0,4.0,11.0,2.0,12.0,0.0,4.0,1.0,39.0,1
24972,1.0,0.0,2.0,0.0,0.0,3.0,5.0,11.0,2.0,12.0,0.0,4.0,1.0,39.0,0
20299,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,10.0,3.0,3.0,0.0,39.0,0
20061,2.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,3.0,14.0,1.0,4.0,1.0,39.0,0
48755,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,7.0,0.0,4.0,1.0,39.0,1
3820,0.0,0.0,3.0,0.0,0.0,2.0,6.0,9.0,4.0,5.0,4.0,4.0,1.0,39.0,0
27707,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,1.0,39.0,0
8784,0.0,0.0,3.0,0.0,0.0,2.0,4.0,8.0,4.0,6.0,3.0,4.0,1.0,39.0,0
41874,1.0,0.0,4.0,0.0,0.0,1.0,6.0,14.0,2.0,10.0,0.0,4.0,1.0,39.0,1
26210,1.0,1.0,2.0,0.0,0.0,0.0,4.0,11.0,4.0,5.0,3.0,4.0,1.0,39.0,0
19075,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,4.0,0.0,4.0,1.0,39.0,1
12301,2.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,2.0,4.0,0.0,4.0,1.0,39.0,1
38808,1.0,0.0,4.0,0.0,0.0,2.0,6.0,14.0,4.0,10.0,1.0,4.0,1.0,39.0,1
31139,0.0,0.0,3.0,0.0,2.0,2.0,4.0,9.0,2.0,12.0,0.0,4.0,1.0,39.0,1
23259,0.0,0.0,2.0,0.0,0.0,1.0,6.0,11.0,2.0,3.0,0.0,4.0,1.0,39.0,0
46824,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,8.0,1.0,1.0,0.0,39.0,0
35933,0.0,0.0,2.0,0.0,0.0,2.0,4.0,15.0,4.0,3.0,1.0,4.0,1.0,39.0,0
23134,2.0,0.0,1.0,0.0,0.0,3.0,5.0,5.0,2.0,12.0,0.0,4.0,1.0,39.0,0
31887,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,2.0,3.0,0.0,4.0,1.0,39.0,0
27205,2.0,0.0,2.0,0.0,0.0,1.0,1.0,11.0,4.0,1.0,1.0,2.0,0.0,39.0,0
37292,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,7.0,2.0,4.0,1.0,39.0,0
