,fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,target
4756,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
3608,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
11497,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,0
13697,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1
9318,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
13150,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,1
12069,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
17,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,0
14629,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,1
14329,3.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,1
18411,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1
9349,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
1935,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0
6345,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,0
4357,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
4660,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,0
18728,1.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,1
11346,0.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,0.0,0.0,0
96,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,0
6178,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
17012,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,1
5113,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,0
10926,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
6375,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,0
16279,2.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1
4421,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
15750,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,1
18090,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1
17264,0.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,3.0,1
972,0.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,0
18842,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1
4994,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,0
14653,3.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,1
7850,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0
19001,0.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,1
1064,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,0
1661,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
15707,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1
15304,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1
14470,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,1
1886,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0
18895,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,1
5199,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,0
7749,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,0
6267,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
18259,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1
12806,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1
18960,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,0.0,1
6337,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0
9068,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
13464,2.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,4.0,2.0,1
18150,0.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,1
11554,0.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,0
15647,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,1
932,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0
16559,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,0.0,1
3392,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
12332,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,1
17235,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1
1977,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,0
7729,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0
644,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
18000,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1
7771,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,0
10285,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
11075,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
13650,0.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,1
11769,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,0
6014,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0
15764,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1
1516,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,0
4096,1.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0
14501,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1
15126,2.0,1.0,3.0,0.0,0.0,1.0,2.0,3.0,2.0,3.0,1
13504,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1
2163,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,0
7415,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
774,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
1653,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0
12929,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1
12223,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
14237,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,1
12486,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1
13710,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,1
5875,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0
7133,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
18764,1.0,1.0,3.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,1
1725,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
15274,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,1
4119,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0
9140,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0
11831,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,0
8405,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,0
13374,2.0,1.0,2.0,0.0,0.0,2.0,3.0,3.0,4.0,4.0,1
2757,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
15631,0.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,1
5143,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0
1671,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
18366,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1
4239,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,0
15840,1.0,1.0,3.0,0.0,0.0,2.0,3.0,1.0,2.0,2.0,1
16516,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1
8368,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0
15638,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1
1159,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0
14415,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,1
11550,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0
4423,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
18120,1.0,1.0,2.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,1
7954,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0
10113,1.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,3.0,0
8803,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0
15276,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1
18441,2.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,3.0,1
11805,1.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
16111,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,1
5236,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0
15454,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1
3437,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
16750,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,1
73,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0
16955,4.0,0.0,1.0,2.0,2.0,0.0,4.0,2.0,1.0,1.0,1
7736,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,0
17558,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,1
5955,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
12839,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1
4796,1.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,0
12690,0.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,0.0,1.0,1
12655,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,1
18533,1.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,1
17657,2.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1
18367,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,1
16932,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,0.0,1
6435,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0
5926,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
15947,2.0,2.0,3.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,1
6126,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
7689,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
5331,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
4260,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0
7482,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
17829,3.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,1
12355,2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1
3048,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
2750,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
10045,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0
1196,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0
2268,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
11166,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,0
8596,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
1278,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
18468,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,1
14568,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1
4622,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,0
3261,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
8733,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
4516,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
2138,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
12909,1.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,2.0,4.0,1
3255,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0
8289,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
13799,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,1
18926,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,1
12338,2.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1
3258,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,0
3931,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0
17907,2.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,4.0,1.0,1
2830,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
9809,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
7233,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,0
11138,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,0
11165,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0
5020,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
8498,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
3359,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
3616,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0
6498,1.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
2127,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
17225,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1
14848,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,1
10500,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,0.0,0
18193,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1
2860,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
18275,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1
11399,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,0
6796,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
8178,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,0
396,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,0
3337,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0
12809,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,0.0,1
18665,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1
17165,2.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,1
2524,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,0
10655,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0
12908,2.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0,1.0,1
15934,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1
16577,2.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,1
15204,1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,1
10697,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0
2748,0.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,0
18623,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1
16434,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1
12534,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,1
7662,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
11112,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
15293,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1
11260,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,0
17404,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1
6508,1.0,0.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,0
11452,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0
11826,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0
12562,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1
18472,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1
9641,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,0
12319,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
2248,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
9154,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
14913,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,1
10746,0.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,0.0,2.0,0
4385,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0
3065,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,0.0,0
1461,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0
17062,2.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,3.0,1.0,1
14054,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,1
4006,1.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,0
18514,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,0.0,2.0,1
10844,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,0
10072,1.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,0
11482,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
8187,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
4834,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,4.0,1.0,0
18836,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1
11073,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
13166,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1
7537,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,3.0,0
2386,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0
4034,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,0
13877,2.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,1.0,1
14396,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1
14999,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,1
13810,1.0,0.0,2.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,1
8886,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,0
7752,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
895,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0
2510,0.0,0.0,0.0,4.0,2.0,2.0,3.0,2.0,0.0,1.0,0
859,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
11027,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0
1538,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0
13326,0.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,0.0,0.0,1
4733,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,0
6630,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0
18554,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,3.0,1
12812,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1
7393,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,0
11545,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
6271,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,0
17509,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1
108,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
12613,1.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,1
14974,0.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,0.0,2.0,1
5034,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0
15056,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,1
14479,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,4.0,0.0,1
17249,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1
2333,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
14807,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,1
945,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,0
7588,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0
975,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
5318,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0
19011,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,3.0,1
2902,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,0
6440,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
11210,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
1444,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
3135,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
10979,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0
18936,1.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,1
7784,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,0
6743,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0
11004,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0
12681,0.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,0.0,1.0,1
14650,2.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,1
11860,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0
6728,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0
17166,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,4.0,0.0,1
14296,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,1
16193,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,1
6613,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,0
9490,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,0
3902,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
16883,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,1
14887,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1
7854,1.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,3.0,0
17254,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1
8897,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,0
12940,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1
11503,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0
1116,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,0
218,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
18938,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1
16072,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,1
66,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,0
18822,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,1
16570,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,1
8197,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
11973,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
5956,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
18237,2.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,1
17408,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1
